uid,retailer,name,path,level,items,n_leaves,is_leaf,coreness
Staples::Cleaning Supplies > Cleaning Chemicals & Wipes > Dilution Control Systems & Chemicals > Dilution Control Chemicals,Staples,Dilution Control Chemicals,Cleaning Supplies > Cleaning Chemicals & Wipes > Dilution Control Systems & Chemicals > Dilution Control Chemicals,4,104.0,1,True,0.8306422018348624
Staples::Cleaning Supplies > Cleaning Chemicals & Wipes > Dilution Control Systems & Chemicals > Dilution Control System & Accessories,Staples,Dilution Control System & Accessories,Cleaning Supplies > Cleaning Chemicals & Wipes > Dilution Control Systems & Chemicals > Dilution Control System & Accessories,4,5.0,1,True,0.6271926605504587
Staples::Cleaning Supplies > Cleaning Chemicals & Wipes > Disinfectant Wipes,Staples,Disinfectant Wipes,Cleaning Supplies > Cleaning Chemicals & Wipes > Disinfectant Wipes,3,142.0,1,True,0.7913207547169812
Staples::Cleaning Supplies > Cleaning Chemicals & Wipes > Hard Floor Care,Staples,Hard Floor Care,Cleaning Supplies > Cleaning Chemicals & Wipes > Hard Floor Care,3,132.0,1,True,0.7849811320754717
Staples::Cleaning Supplies > Cleaning Chemicals & Wipes > Urinal Screens,Staples,Urinal Screens,Cleaning Supplies > Cleaning Chemicals & Wipes > Urinal Screens,3,38.0,1,True,0.6930566037735849
Staples::Cleaning Supplies > Cleaning Tools,Staples,Cleaning Tools,Cleaning Supplies > Cleaning Tools,2,968.0,13,False,0.8278100263852243
Staples::Cleaning Supplies > Cleaning Tools > Cleaning Brushes & Toilet Plungers,Staples,Cleaning Brushes & Toilet Plungers,Cleaning Supplies > Cleaning Tools > Cleaning Brushes & Toilet Plungers,3,65.0,1,True,0.7356226415094339
"Staples::Cleaning Supplies > Cleaning Tools > Cleaning Carts, Caddies & Accessories",Staples,"Cleaning Carts, Caddies & Accessories","Cleaning Supplies > Cleaning Tools > Cleaning Carts, Caddies & Accessories",3,37.0,3,False,0.6907924528301888
"Staples::Cleaning Supplies > Cleaning Tools > Cleaning Carts, Caddies & Accessories > Cleaning Caddies",Staples,Cleaning Caddies,"Cleaning Supplies > Cleaning Tools > Cleaning Carts, Caddies & Accessories > Cleaning Caddies",4,9.0,1,True,0.661211009174312
"Staples::Cleaning Supplies > Cleaning Tools > Cleaning Carts, Caddies & Accessories > Cleaning Cart Accessories",Staples,Cleaning Cart Accessories,"Cleaning Supplies > Cleaning Tools > Cleaning Carts, Caddies & Accessories > Cleaning Cart Accessories",4,14.0,1,True,0.6932477064220184
"Staples::Cleaning Supplies > Cleaning Tools > Cleaning Carts, Caddies & Accessories > Cleaning Carts",Staples,Cleaning Carts,"Cleaning Supplies > Cleaning Tools > Cleaning Carts, Caddies & Accessories > Cleaning Carts",4,14.0,1,True,0.6932477064220184
Staples::Cleaning Supplies > Cleaning Tools > Cleaning Cloths & Rags,Staples,Cleaning Cloths & Rags,Cleaning Supplies > Cleaning Tools > Cleaning Cloths & Rags,3,186.0,1,True,0.8098867924528301
Staples::Cleaning Supplies > Cleaning Tools > Dusters,Staples,Dusters,Cleaning Supplies > Cleaning Tools > Dusters,3,49.0,1,True,0.7143396226415095
"Staples::Cleaning Supplies > Cleaning Tools > Mops, Brooms & Dustpans",Staples,"Mops, Brooms & Dustpans","Cleaning Supplies > Cleaning Tools > Mops, Brooms & Dustpans",3,490.0,4,False,0.8592452830188679
"Staples::Cleaning Supplies > Cleaning Tools > Mops, Brooms & Dustpans > Mop Buckets & Wringers",Staples,Mop Buckets & Wringers,"Cleaning Supplies > Cleaning Tools > Mops, Brooms & Dustpans > Mop Buckets & Wringers",4,46.0,1,True,0.7764770642201835
"Staples::Cleaning Supplies > Cleaning Tools > Mops, Brooms & Dustpans > Mop Heads & Refill Pads",Staples,Mop Heads & Refill Pads,"Cleaning Supplies > Cleaning Tools > Mops, Brooms & Dustpans > Mop Heads & Refill Pads",4,214.0,1,True,0.8570642201834863
"Staples::Cleaning Supplies > Cleaning Tools > Mops, Brooms & Dustpans > Mops",Staples,Mops,"Cleaning Supplies > Cleaning Tools > Mops, Brooms & Dustpans > Mops",4,119.0,1,True,0.8339449541284404
Staples::Cleaning Supplies > Cleaning Tools > Sponges & Scrubbers,Staples,Sponges & Scrubbers,Cleaning Supplies > Cleaning Tools > Sponges & Scrubbers,3,78.0,1,True,0.7462641509433963
Staples::Cleaning Supplies > Cleaning Tools > Spray Bottles & Sprayers,Staples,Spray Bottles & Sprayers,Cleaning Supplies > Cleaning Tools > Spray Bottles & Sprayers,3,23.0,1,True,0.6538867924528301
Staples::Cleaning Supplies > Cleaning Tools > Squeegees,Staples,Squeegees,Cleaning Supplies > Cleaning Tools > Squeegees,3,40.0,1,True,0.6991698113207547
Staples::Cleaning Supplies > Dish Soap,Staples,Dish Soap,Cleaning Supplies > Dish Soap,2,91.0,1,True,0.6810554089709762
Staples::Cleaning Supplies > Dishwasher Detergent,Staples,Dishwasher Detergent,Cleaning Supplies > Dishwasher Detergent,2,40.0,1,True,0.6387862796833773
Staples::Cleaning Supplies > Floor & Carpet Cleaning Equipment,Staples,Floor & Carpet Cleaning Equipment,Cleaning Supplies > Floor & Carpet Cleaning Equipment,2,529.0,8,False,0.7869656992084433
Staples::Cleaning Supplies > Floor & Carpet Cleaning Equipment > Auto Scrubbers,Staples,Auto Scrubbers,Cleaning Supplies > Floor & Carpet Cleaning Equipment > Auto Scrubbers,3,24.0,1,True,0.6615849056603773
Staples::Cleaning Supplies > Floor & Carpet Cleaning Equipment > Carpet Extractors & Cleaners,Staples,Carpet Extractors & Cleaners,Cleaning Supplies > Floor & Carpet Cleaning Equipment > Carpet Extractors & Cleaners,3,16.0,1,True,0.637811320754717
Staples::Cleaning Supplies > Floor & Carpet Cleaning Equipment > Floor Finish Applicators,Staples,Floor Finish Applicators,Cleaning Supplies > Floor & Carpet Cleaning Equipment > Floor Finish Applicators,3,1.0,1,True,0.5488301886792453
Staples::Cleaning Supplies > Floor & Carpet Cleaning Equipment > Floor Machines & Burnishers,Staples,Floor Machines & Burnishers,Cleaning Supplies > Floor & Carpet Cleaning Equipment > Floor Machines & Burnishers,3,17.0,1,True,0.6403018867924528
Staples::Cleaning Supplies > Floor & Carpet Cleaning Equipment > Floor Pads,Staples,Floor Pads,Cleaning Supplies > Floor & Carpet Cleaning Equipment > Floor Pads,3,119.0,1,True,0.7768301886792452
Staples::Cleaning Supplies > Floor & Carpet Cleaning Equipment > Vacuum Parts & Accessories,Staples,Vacuum Parts & Accessories,Cleaning Supplies > Floor & Carpet Cleaning Equipment > Vacuum Parts & Accessories,3,135.0,1,True,0.7879245283018869
Staples::Cleaning Supplies > Floor & Carpet Cleaning Equipment > Vacuums,Staples,Vacuums,Cleaning Supplies > Floor & Carpet Cleaning Equipment > Vacuums,3,204.0,1,True,0.8178113207547171
Staples::Cleaning Supplies > Floor & Carpet Cleaning Equipment > Wet/Dry Vacuums,Staples,Wet/Dry Vacuums,Cleaning Supplies > Floor & Carpet Cleaning Equipment > Wet/Dry Vacuums,3,13.0,1,True,0.6273962264150944
Staples::Cleaning Supplies > Hand Soaps & Sanitizers,Staples,Hand Soaps & Sanitizers,Cleaning Supplies > Hand Soaps & Sanitizers,2,501.0,3,False,0.7812664907651714
Staples::Cleaning Supplies > Hand Soaps & Sanitizers > Hand Sanitizer,Staples,Hand Sanitizer,Cleaning Supplies > Hand Soaps & Sanitizers > Hand Sanitizer,3,114.0,1,True,0.7741132075471698
Staples::Cleaning Supplies > Hand Soaps & Sanitizers > Hand Soap,Staples,Hand Soap,Cleaning Supplies > Hand Soaps & Sanitizers > Hand Soap,3,283.0,1,True,0.8347924528301888
Staples::Cleaning Supplies > Hand Soaps & Sanitizers > Hand Soap & Sanitizer Dispensers,Staples,Hand Soap & Sanitizer Dispensers,Cleaning Supplies > Hand Soaps & Sanitizers > Hand Soap & Sanitizer Dispensers,3,104.0,1,True,0.769132075471698
Staples::Cleaning Supplies > Janitorial Paper & Dispensers,Staples,Janitorial Paper & Dispensers,Cleaning Supplies > Janitorial Paper & Dispensers,2,497.0,9,False,0.7793667546174142
Staples::Cleaning Supplies > Janitorial Paper & Dispensers > Dispensers & Restroom Equipment,Staples,Dispensers & Restroom Equipment,Cleaning Supplies > Janitorial Paper & Dispensers > Dispensers & Restroom Equipment,3,106.0,5,False,0.7704905660377358
Staples::Cleaning Supplies > Janitorial Paper & Dispensers > Dispensers & Restroom Equipment > Toilet Paper Dispensers,Staples,Toilet Paper Dispensers,Cleaning Supplies > Janitorial Paper & Dispensers > Dispensers & Restroom Equipment > Toilet Paper Dispensers,4,41.0,1,True,0.7668990825688073
Staples::Cleaning Supplies > Laundry Care,Staples,Laundry Care,Cleaning Supplies > Laundry Care,2,404.0,9,False,0.7674934036939314
Staples::Cleaning Supplies > Laundry Care > Dryer Sheets,Staples,Dryer Sheets,Cleaning Supplies > Laundry Care > Dryer Sheets,3,6.0,1,True,0.5900377358490566
Staples::Cleaning Supplies > Laundry Care > Fabric Softener,Staples,Fabric Softener,Cleaning Supplies > Laundry Care > Fabric Softener,3,8.0,1,True,0.6011320754716981
Staples::Cleaning Supplies > Laundry Care > Laundry Detergent,Staples,Laundry Detergent,Cleaning Supplies > Laundry Care > Laundry Detergent,3,94.0,1,True,0.7609811320754717
Staples::Cleaning Supplies > Laundry Care > Laundry Room Organization,Staples,Laundry Room Organization,Cleaning Supplies > Laundry Care > Laundry Room Organization,3,255.0,3,False,0.831622641509434
Staples::Cleaning Supplies > Laundry Care > Laundry Room Organization > Clothes Drying,Staples,Clothes Drying,Cleaning Supplies > Laundry Care > Laundry Room Organization > Clothes Drying,4,38.0,1,True,0.7602935779816514
Staples::Cleaning Supplies > Laundry Care > Laundry Room Organization > Laundry Accessories,Staples,Laundry Accessories,Cleaning Supplies > Laundry Care > Laundry Room Organization > Laundry Accessories,4,49.0,1,True,0.7827522935779816
"Staples::Cleaning Supplies > Laundry Care > Laundry Room Organization > Laundry Baskets, Hampers & Sorters",Staples,"Laundry Baskets, Hampers & Sorters","Cleaning Supplies > Laundry Care > Laundry Room Organization > Laundry Baskets, Hampers & Sorters",4,168.0,1,True,0.8484770642201834
Staples::Cleaning Supplies > Laundry Care > Laundry Sanitizers & Bleach,Staples,Laundry Sanitizers & Bleach,Cleaning Supplies > Laundry Care > Laundry Sanitizers & Bleach,3,11.0,1,True,0.6187924528301887
Staples::Cleaning Supplies > Laundry Care > Laundry Stain Removers,Staples,Laundry Stain Removers,Cleaning Supplies > Laundry Care > Laundry Stain Removers,3,23.0,1,True,0.6538867924528301
Staples::Cleaning Supplies > Laundry Care > Scent Boosters,Staples,Scent Boosters,Cleaning Supplies > Laundry Care > Scent Boosters,3,7.0,1,True,0.5968301886792453
Staples::Cleaning Supplies > Natural Cleaning Supplies,Staples,Natural Cleaning Supplies,Cleaning Supplies > Natural Cleaning Supplies,2,5865.0,59,False,0.8871767810026385
Staples::Cleaning Supplies > Natural Cleaning Supplies > Natural Cleaning Supplies,Staples,Natural Cleaning Supplies,Cleaning Supplies > Natural Cleaning Supplies > Natural Cleaning Supplies,3,0.0,1,True,0.5413584905660377
Staples::Cleaning Supplies > Pest Control,Staples,Pest Control,Cleaning Supplies > Pest Control,2,128.0,1,True,0.703377308707124
Staples::Cleaning Supplies > Sink Strainers,Staples,Sink Strainers,Cleaning Supplies > Sink Strainers,2,1.0,1,True,0.5471240105540897
Staples::Cleaning Supplies > Waste & Recycling,Staples,Waste & Recycling,Cleaning Supplies > Waste & Recycling,2,1216.0,3,False,0.8401583113456464
Staples::Cleaning Supplies > Waste & Recycling > Trash Bags,Staples,Trash Bags,Cleaning Supplies > Waste & Recycling > Trash Bags,3,362.0,1,True,0.8461132075471699
Staples::Cleaning Supplies > Waste & Recycling > Trash Cans & Recycling Bins,Staples,Trash Cans & Recycling Bins,Cleaning Supplies > Waste & Recycling > Trash Cans & Recycling Bins,3,798.0,1,True,0.8760000000000001
Staples::Cleaning Supplies > Waste & Recycling > Waste Receptacle Lids & Accessories,Staples,Waste Receptacle Lids & Accessories,Cleaning Supplies > Waste & Recycling > Waste Receptacle Lids & Accessories,3,56.0,1,True,0.7231698113207548
"Staples::Coffee, Water & Snacks",Staples,"Coffee, Water & Snacks","Coffee, Water & Snacks",1,5467.0,56,False,0.7984615384615384
"Staples::Coffee, Water & Snacks > Breakroom Appliances",Staples,Breakroom Appliances,"Coffee, Water & Snacks > Breakroom Appliances",2,388.0,8,False,0.7632189973614776
"Staples::Coffee, Water & Snacks > Breakroom Appliances > Blenders & Food Processors",Staples,Blenders & Food Processors,"Coffee, Water & Snacks > Breakroom Appliances > Blenders & Food Processors",3,65.0,1,True,0.7356226415094339
"Staples::Coffee, Water & Snacks > Breakroom Appliances > Drink Makers",Staples,Drink Makers,"Coffee, Water & Snacks > Breakroom Appliances > Drink Makers",3,6.0,1,True,0.5900377358490566
"Staples::Coffee, Water & Snacks > Breakroom Appliances > Juicers",Staples,Juicers,"Coffee, Water & Snacks > Breakroom Appliances > Juicers",3,4.0,1,True,0.5739622641509434
"Staples::Coffee, Water & Snacks > Breakroom Appliances > Napkin Dispensers",Staples,Napkin Dispensers,"Coffee, Water & Snacks > Breakroom Appliances > Napkin Dispensers",3,5.0,1,True,0.5818867924528301
"Staples::Coffee, Water & Snacks > Breakroom Appliances > Paper Towel Dispensers",Staples,Paper Towel Dispensers,"Coffee, Water & Snacks > Breakroom Appliances > Paper Towel Dispensers",3,46.0,1,True,0.7111698113207547
"Staples::Coffee, Water & Snacks > Breakroom Appliances > Toaster Ovens",Staples,Toaster Ovens,"Coffee, Water & Snacks > Breakroom Appliances > Toaster Ovens",3,41.0,1,True,0.7027924528301887
"Staples::Coffee, Water & Snacks > Breakroom Appliances > Water Filters & Dispensers",Staples,Water Filters & Dispensers,"Coffee, Water & Snacks > Breakroom Appliances > Water Filters & Dispensers",3,82.0,1,True,0.751245283018868
"Staples::Coffee, Water & Snacks > Candy, Gum & Mints",Staples,"Candy, Gum & Mints","Coffee, Water & Snacks > Candy, Gum & Mints",2,404.0,5,False,0.7674934036939314
"Staples::Coffee, Water & Snacks > Candy, Gum & Mints > Chocolate",Staples,Chocolate,"Coffee, Water & Snacks > Candy, Gum & Mints > Chocolate",3,154.0,1,True,0.8003773584905661
"Staples::Coffee, Water & Snacks > Candy, Gum & Mints > Gum & Mints",Staples,Gum & Mints,"Coffee, Water & Snacks > Candy, Gum & Mints > Gum & Mints",3,57.0,1,True,0.7245283018867925
"Staples::Coffee, Water & Snacks > Candy, Gum & Mints > Gummy & Chewy Candy",Staples,Gummy & Chewy Candy,"Coffee, Water & Snacks > Candy, Gum & Mints > Gummy & Chewy Candy",3,124.0,1,True,0.78
"Staples::Coffee, Water & Snacks > Candy, Gum & Mints > Hard Candy & Lollipops",Staples,Hard Candy & Lollipops,"Coffee, Water & Snacks > Candy, Gum & Mints > Hard Candy & Lollipops",3,51.0,1,True,0.716377358490566
"Staples::Coffee, Water & Snacks > Coffee",Staples,Coffee,"Coffee, Water & Snacks > Coffee",2,277.0,1,True,0.7432717678100264
"Staples::Coffee, Water & Snacks > Coffee, Coffee Makers & Supplies",Staples,"Coffee, Coffee Makers & Supplies","Coffee, Water & Snacks > Coffee, Coffee Makers & Supplies",2,1500.0,10,False,0.8601055408970977
"Staples::Coffee, Water & Snacks > Coffee, Coffee Makers & Supplies > Carafes, Kettles & Decanters",Staples,"Carafes, Kettles & Decanters","Coffee, Water & Snacks > Coffee, Coffee Makers & Supplies > Carafes, Kettles & Decanters",3,55.0,1,True,0.7213584905660377
"Staples::Coffee, Water & Snacks > Coffee, Coffee Makers & Supplies > Cocoa",Staples,Cocoa,"Coffee, Water & Snacks > Coffee, Coffee Makers & Supplies > Cocoa",3,14.0,1,True,0.6319245283018868
"Staples::Coffee, Water & Snacks > Coffee, Coffee Makers & Supplies > Coffee Filters",Staples,Coffee Filters,"Coffee, Water & Snacks > Coffee, Coffee Makers & Supplies > Coffee Filters",3,12.0,1,True,0.622867924528302
"Staples::Coffee, Water & Snacks > Coffee, Coffee Makers & Supplies > Coffee Grinders",Staples,Coffee Grinders,"Coffee, Water & Snacks > Coffee, Coffee Makers & Supplies > Coffee Grinders",3,14.0,1,True,0.6319245283018868
"Staples::Coffee, Water & Snacks > Coffee, Coffee Makers & Supplies > Coffee Makers & Espresso Machines",Staples,Coffee Makers & Espresso Machines,"Coffee, Water & Snacks > Coffee, Coffee Makers & Supplies > Coffee Makers & Espresso Machines",3,139.0,1,True,0.7897358490566037
"Staples::Coffee, Water & Snacks > Coffee, Coffee Makers & Supplies > Coffee Organizers & Dispensers",Staples,Coffee Organizers & Dispensers,"Coffee, Water & Snacks > Coffee, Coffee Makers & Supplies > Coffee Organizers & Dispensers",3,50.0,1,True,0.7147924528301887
"Staples::Coffee, Water & Snacks > Coffee, Coffee Makers & Supplies > Tea",Staples,Tea,"Coffee, Water & Snacks > Coffee, Coffee Makers & Supplies > Tea",3,139.0,1,True,0.7897358490566037
"Staples::Coffee, Water & Snacks > Paper Products",Staples,Paper Products,"Coffee, Water & Snacks > Paper Products",2,391.0,4,False,0.7651187335092349
"Staples::Coffee, Water & Snacks > Paper Products > Facial Tissue",Staples,Facial Tissue,"Coffee, Water & Snacks > Paper Products > Facial Tissue",3,68.0,1,True,0.7399245283018868
"Staples::Coffee, Water & Snacks > Paper Products > Paper Towels",Staples,Paper Towels,"Coffee, Water & Snacks > Paper Products > Paper Towels",3,182.0,1,True,0.8078490566037735
"Staples::Coffee, Water & Snacks > Paper Products > Toilet Paper & Bath Tissue",Staples,Toilet Paper & Bath Tissue,"Coffee, Water & Snacks > Paper Products > Toilet Paper & Bath Tissue",3,130.0,1,True,0.7824905660377358
"Staples::Coffee, Water & Snacks > Paper Products > Toilet Seat Covers",Staples,Toilet Seat Covers,"Coffee, Water & Snacks > Paper Products > Toilet Seat Covers",3,11.0,1,True,0.6187924528301887
"Staples::Coffee, Water & Snacks > Plates, Cups & Cutlery",Staples,"Plates, Cups & Cutlery","Coffee, Water & Snacks > Plates, Cups & Cutlery",2,943.0,8,True,0.825910290237467
"Staples::Coffee, Water & Snacks > Single Serve Coffee, Tea & Cocoa",Staples,"Single Serve Coffee, Tea & Cocoa","Coffee, Water & Snacks > Single Serve Coffee, Tea & Cocoa",2,583.0,1,True,0.7917150395778365
"Staples::Coffee, Water & Snacks > Snacks & Food",Staples,Snacks & Food,"Coffee, Water & Snacks > Snacks & Food",2,1139.0,17,False,0.8373087071240105
"Staples::Coffee, Water & Snacks > Snacks & Food > Chips",Staples,Chips,"Coffee, Water & Snacks > Snacks & Food > Chips",3,117.0,1,True,0.7752452830188679
"Staples::Coffee, Water & Snacks > Snacks & Food > Cookies",Staples,Cookies,"Coffee, Water & Snacks > Snacks & Food > Cookies",3,95.0,1,True,0.7618867924528302
"Staples::Coffee, Water & Snacks > Snacks & Food > Crackers",Staples,Crackers,"Coffee, Water & Snacks > Snacks & Food > Crackers",3,41.0,1,True,0.7027924528301887
"Staples::Coffee, Water & Snacks > Snacks & Food > Fresh, Frozen & Dry Groceries",Staples,"Fresh, Frozen & Dry Groceries","Coffee, Water & Snacks > Snacks & Food > Fresh, Frozen & Dry Groceries",3,322.0,5,False,0.8411320754716981
"Staples::Coffee, Water & Snacks > Snacks & Food > Fresh, Frozen & Dry Groceries > Condiments",Staples,Condiments,"Coffee, Water & Snacks > Snacks & Food > Fresh, Frozen & Dry Groceries > Condiments",4,54.0,1,True,0.7913394495412844
"Staples::Coffee, Water & Snacks > Snacks & Food > Fresh, Frozen & Dry Groceries > Dry Goods",Staples,Dry Goods,"Coffee, Water & Snacks > Snacks & Food > Fresh, Frozen & Dry Groceries > Dry Goods",4,98.0,1,True,0.8280000000000001
"Staples::Coffee, Water & Snacks > Snacks & Food > Fresh, Frozen & Dry Groceries > Fresh Groceries",Staples,Fresh Groceries,"Coffee, Water & Snacks > Snacks & Food > Fresh, Frozen & Dry Groceries > Fresh Groceries",4,46.0,1,True,0.7764770642201835
"Staples::Coffee, Water & Snacks > Snacks & Food > Fresh, Frozen & Dry Groceries > Frozen Foods",Staples,Frozen Foods,"Coffee, Water & Snacks > Snacks & Food > Fresh, Frozen & Dry Groceries > Frozen Foods",4,54.0,1,True,0.7913394495412844
"Staples::Coffee, Water & Snacks > Snacks & Food > Fresh, Frozen & Dry Groceries > Sugar & Sweeteners",Staples,Sugar & Sweeteners,"Coffee, Water & Snacks > Snacks & Food > Fresh, Frozen & Dry Groceries > Sugar & Sweeteners",4,70.0,1,True,0.8104954128440367
