Staples L2,L1,L2,L3,L4,category,product_id,product_name,price,url,vendor,selected_choice,description
,,,,,Kitchen   Dining Chairs,AGRV2251,Harner 18'' H Upholstered Beech Armchair,$263.99,https://www.wayfair.com/furniture/pdp/august-grove-harner-solid-wood-windsor-back-armchair-agrv2251.html?piid=40879675,August Grove®,Natural,"The Lattice design is great for residential and commercial use. They have it in walnut or dark mahogany and upholstered in the easy-care faux leather seat cushion. | Small scale armchair fits my condo perfectly. The chairs arrived fully assembled, which I like a lot. The seat fabric is a mystery and could be improved.. Judge Ann Alton. Celebration, FL. Fri Aug 10 2018"
,,,,,Kitchen   Dining Chairs,W112418723,Haney Dining Chair (Set Of 2),$161.99,https://www.wayfair.com/furniture/pdp/george-oliver-haney-dining-chair-set-of-2-w112418723.html,George Oliver,null,"Simply striking, these upholstered dining chairs add personality (and comfort) to your dining room. An open keyhole chair back design gives these chairs their bold demeanor, inspired by midcentury trends. Beautifully upholstered with linen-like fabric. | Comfortable and good quality elegant chair. Came in nice package with no damage and I put the two chairs together in less than 30 minutes. Satisfied with my purchase.. Xiu. Chicago. Thu Jun 19 2025"
,,,,,Kitchen   Dining Chairs,W100383598,Heptinstall 18'' H Velvet Upholstered Side Chair,$549.99,https://www.wayfair.com/furniture/pdp/everly-quinn-heptinstall-velvet-side-chair-dining-chair-w100383598.html?piid=1869227716,Everly Quinn,Cream/Silver,null
,,,,,Kitchen   Dining Chairs,CSWZ1577,19'' H Upholstered Side Chair,$389.99,https://www.wayfair.com/furniture/pdp/costway-upholstered-back-side-chair-dining-chair-cswz1577.html?piid=96693375%2C96693376,Costway,"Beige, Walnut","Enjoy comfortable seating in your dining area!!! Our dining room chair set adopts a selected rubber wood frame to withstand daily use. The ergonomic curved backrest and padded cushion fit well with the body’s natural curves for more relaxation. Moreover, the back and seat cushions are made of skin-friendly and comfortable materials, including premium linen fabric and soft sponge. With a modern style and clean lines, our chairs pair well with a variety of furniture styles in different rooms. The chairs can be placed in dining rooms, kitchens, restaurants, hotels, and more. | Great chairs! Perfect for my round dining table. Melinda. Austin, TX. Thu Jun 18 2026"
,,,,,Kitchen   Dining Chairs,W118801212,"Upholstered Chenille Fabric Accent Dining Chair, Curved Solid Wood Legs, Elegant Tufted Club Dining Room Kitchen Room Arm Dining Chair, Single Pack,Beige",$147.99,https://www.wayfair.com/furniture/pdp/red-barrel-studio-upholstered-chenille-fabric-accent-dining-chair-curved-solid-wood-legs-elegant-tufted-club-dining-room-kitchen-room-arm-dining-chair-single-pack-w118801212.html?piid=364499419,Red Barrel Studio®,Beige,"This upholstered dining chair is a perfect blend of durability, comfort, and elegance. The solid wood frame and hand-sanded curved legs provide a robust and sturdy structure, capable of supporting up to 300 lbs. The high-grade, skin-friendly chenille fabric covers the backrest and seat cushion, ensuring long-term use and easy maintenance. The high-resilience cotton-filled cushions and slightly curved backrest, complete with hand-folded diamond-shaped tufted buttons, offer exceptional comfort, reducing fatigue and back pain even during extended seating. The elegant design, featuring hand-stitched buttons and armrests, adds a touch of sophistication to any room, whether it's a dining room, living room, or study. The hand-sanded curved legs not only enhance stability but also complement various decor styles, making this chair a versatile and stylish addition to your home. Installation is a breeze, requiring just two simple steps, saving you time and effort."
,,,,,Kitchen   Dining Chairs,W114935199,Lahni Fabric Set Of 2 Dining Chair With Iron Legs,$434.99,https://www.wayfair.com/furniture/pdp/hokku-designs-lahni-fabric-set-of-2-dining-chair-with-iron-legs-w114935199.html?piid=1111658368,Hokku Designs,Black,"Redefine your dining experience with the Lahni dining chair, a striking combination of modern elegance and supreme comfort. This chair seamlessly blends luxurious materials and thoughtful design to create a standout piece for any dining area. The plush boucle fabric offers a soft, textured surface that is both stylish and inviting, making it perfect for long, leisurely meals. Tasteful cognac PU leather accents add a touch of sophistication and contrast, enhancing the chair's overall aesthetic appeal. The wood-like finish bar detail provides a natural element, beautifully complementing the fabric and leather for a harmonious look. The sturdy iron legs not only offer robust support but also add a sleek, modern touch to the chair’s design. Infuse your dining area with style and comfort with the Lahni!"
,,,,,Kitchen   Dining Chairs,W115283379,"Saddle Counter Stool With Copper Nail Heads And Reclaimed Birch Legs, Combining Classic Design And Modern Comfort For Elegant Seating.",$152.99,https://www.wayfair.com/furniture/pdp/ophelia-co-saddle-counter-stool-with-nail-heads-and-high-density-foam-for-comfortable-seating-w115283379.html?piid=1097513773,Ophelia & Co.,Linen Seat/Brown Frame,"Elevate your dining room with the Dahlia Brown Faux Leather Dining Chair, a set of two that seamlessly blends style and comfort. The skillfully hand-upholstered camel back design ensures you can sit comfortably for hours, while the hand-tacked antique brass nail head trim adds a touch of sophistication. The warm espresso base and brown faux leather create a rich, inviting look that complements any decor. The sinuous spring seat cushion provides additional comfort, and floor glides protect your floors from scratches. With a 20.25-inch seat height and 19-inch seat width, these chairs are perfect for both formal and casual dining settings, making them an ideal choice for those who value both elegance and practicality in their furniture."
,,,,,Kitchen   Dining Chairs,W110774741,Samos 19.3'' H Tufted Velvet Upholstered Side Chair,$369.99,https://www.wayfair.com/furniture/pdp/everly-quinn-samos-dining-chair-w110774741.html?piid=1957836146%2C1957836147,Everly Quinn,"Black, Gold",null
,,,,,Kitchen   Dining Chairs,W112827517,"Furniture,Swivel Barstools Adjusatble Seat Height, Modern PU Upholstered Bar Stools with the whole Back Tufted, for Home Pub and Kitchen Island(Set of 2)",$229.99,https://www.wayfair.com/furniture/pdp/lark-manor-furnitureswivel-barstools-adjusatble-seat-height-modern-pu-upholstered-bar-stools-with-the-whole-back-tufted-for-home-pub-and-kitchen-islandset-of-2-w112827517.html?piid=64068903%2C64068907,Lark Manor™,"Red, Gold","These Swivel Barstools are designed to combine comfort, style, and functionality, making them an excellent choice for enhancing your home's dining or entertainment area. | Anonymous. Sun May 10 2026"
,,,,,Kitchen   Dining Chairs,DFHD1135,18.9'' H Upholstered Metal Armchair,$819.99,https://www.wayfair.com/furniture/pdp/ceets-bali-saddle-and-black-faux-leather-dining-chair-set-of-2-dfhd1135.html?piid=67965636,Ceets,White,"The Bali dining chair blends the glamour of Art-Deco design with lasting support and comfort. Its Sculptural silhouette is both sumptuous and surprisingly cozy. Sitting atop a suitably crafted curved base, is a supple leather, wrapped seat and back. Structured stitching in the chair's back displays a wide set pleat, giving character and added padding. The sturdy metal frame surrounds the back of the seat for added support, that lasts through long meals and intriguing conversations. | Very comfortable and good quality. Eileen. New York, NY. Fri May 30 2025"
,,,,,Kitchen   Dining Chairs,CSWZ1576,Sravan 20'' H Side Chair,$299.99,https://www.wayfair.com/furniture/pdp/canora-grey-sravan-full-back-side-chair-dining-chair-cswz1576.html,Canora Grey,null,"Experience the ultimate dining indulgence with our comfortable dining chair set. These kitchen chairs are thoughtfully designed with a 95° inclined backrest, providing a posture-friendly seating experience. The generously sized seat, crafted from breathable, tear-proof and anti-fading linen fabric and sponge, offers luxurious comfort. Built with a sturdy wood frame with natural rubber wood legs, these dinner chairs exhibit remarkable strength and stability, supporting a weight capacity of up to 400 lbs. With more user-friendly details, the painted design not only adds an aesthetic touch but also ensures a scratch-free surface, simplifying your daily cleaning routine. Assembling these dining chairs is a breeze with clear instructions. | Great except the weight load is incorrect. Wanda. Salem, OR. Thu Jan 23 2025"
,,,,,Kitchen   Dining Chairs,JNFH1318,Soren Solid Reclaimed Elm Sculptural Accent Curved Dining Chair,$669.99,https://www.wayfair.com/furniture/pdp/ophelia-co-soren-solid-reclaimed-elm-sculptural-accent-curved-dining-chair-jnfh1318.html?piid=124434969,Ophelia & Co.,Natural,"Introducing the Soren Accent Dining Chair Collection. Crafted from solid reclaimed elm, this sculptural chair makes a bold statement with its substantial weight and architectural presence. The continuous curved back and thick plank legs create a grounded silhouette that feels both primitive and refined, showcasing the strength of traditional woodcraft. Reclaimed elm is a sustainable, eco-conscious material that gives new life to old-growth wood, preserving natural resources while highlighting rich grain and character developed over time. Heavy, dense, and built to last, the chair delivers a sense of permanence and authenticity rarely found in mass-produced furniture. Each piece is truly one of a kind, with natural knots, tonal variation, and markings from its past life embraced as part of its story. Natural Reclaimed Wood Character This collection is crafted from reclaimed wood, a material prized for its authenticity and history. Variations in color, grain, texture, and surface markings—including knots, subtle cracks, tool marks, and signs of weathering—are natural characteristics of reclaimed wood and part of its unique appeal. Each piece reflects the wood’s past life, making every item truly one of a kind. These variations are expected and celebrated, adding depth, warmth, and individuality that cannot be replicated in newly milled materials."
,,,,,Kitchen   Dining Chairs,W115414329,"Saddle Leather Dining Chair Upholstered Side Chair With Padded Seat, Armless Vanity Chair With Metal Frame For Dining Living Room Vanity Office, Brown",$480.00,https://www.wayfair.com/furniture/pdp/hokku-designs-saddle-leather-dining-chair-upholstered-side-chair-with-padded-seat-armless-vanity-chair-with-metal-frame-for-dining-living-room-vanity-office-w115414329.html?piid=841651792,Hokku Designs,Brown,"Sleek and contemporary, crafted to last, this mid-century modern dining chair blends seamlessly with any decor with its clean lines and timeless silhouette. Perfect for hosting dinner parties or enjoying everyday meals with family, it is also versatile enough to serve as an accent chair in the living room, bedroom, or hallway, elegantly combining style and function. Built to commercial-grade standards, this chair offers exceptional durability and resistance to daily wear, making it ideal for both residential and commercial use. | Beautiful chairs. Fit perfectly. Good size and comfortable. Very well made and color is as shown happy with purchase. Brian. Trabuco Canyon, CA. Tue Aug 11 2026"
,,,,,Kitchen   Dining Chairs,W010957158,Hosmer Fabric Side Chair,$289.99,https://www.wayfair.com/furniture/pdp/corrigan-studio-hosmer-fabric-side-chair-w010957158.html?piid=1241717748,Corrigan Studio®,Espresso,SET OF 4 DINING CHAIRS: It is perfect for creating lovely dining for four in a breakfast nook or eating in the kitchen. If you want to make your space cozy and beautiful – these chairs are exactly what you need!
,,,,,Kitchen   Dining Chairs,W114778395,Tabitha Set Of 2 Light Oak Finish Dining Side Chairs With Light Gray Fabric,$215.99,https://www.wayfair.com/furniture/pdp/gracie-oaks-tabitha-set-of-2-light-oak-finish-dining-side-chairs-with-light-gray-fabric-w114778395.html,Gracie Oaks,null,"This versatile dining chairs designed for comfort and durability. Perfect for daily meals or entertaining, they provide ergonomic support while complementing any table and decor style."
,,,,,Kitchen   Dining Chairs,W116985892,"2 Charcoal Upholstered Dining Chair - Modern Style And Metal Legs Of 2 Chairs Upholstery, Leg Construction",$254.99,https://www.wayfair.com/furniture/pdp/hokku-designs-of-2-modern-dining-chairs-charcoal-upholstery-strong-metal-build-fabric-chair-2-elegance-and-frame-w116985892.html?piid=982571727,Hokku Designs,Charcoal,"enhance your dining room with our exquisite dining chair of 2 . chairs boast a modern and sleek appearance that is sure to impress. hue of fabric gives a timeless and sophisticated look, while powder-coated iron legs add a contemporary touch. curved provides excellent support, and angled legs contribute to chair's stability. upholstered seat, filled with foam, ensures maximum comfort during long meals. this of two chairs is an ideal choice for those who appreciate style and comfort. although assembly is required, included instructions and tools make process straightforward. : dining room enhancement, modern sleek chair, fabric hue, powder-coated legs, curved support, foam-filled seat comfortelevate style of your dining room with our sophisticated and comfortable dining chair of 2 . chairs feature a modern and elegant design, with a fabric that exudes a sense of refinement. powder-coated iron legs provide a strong and foundation. curved and angled legs offer both style and comfort, with excellent ergonomics. upholstered seat, padded with foam, guarantees a luxurious and relaxing dining experience. this of two chairs is perfect for those who seek a high and comfortable dining solution. assembly is required, but included instructions and tools make it easy. : dining room style elevation, sophisticated comfortable chair, refined fabric, strong foundation, excellent ergonomics, luxurious relaxing experience, high solution"
,,,,,Kitchen   Dining Chairs,KFBW5640,Colchester Windsor Back Side Chair,$819.99,https://www.wayfair.com/furniture/pdp/colchester-windsor-back-side-chair-kfbw5640.html,Laurel Foundry Modern Farmhouse®,null,"Celebrate being together with the Colchester Windsor back side chair. Meticulously crafted using Rubberwood solids, this chair features an Antique White finish. The chair offers a softly shaped wing-style Windsor back, meticulously designed to cradle your body for maximum comfort and support. Adding to its comfort is the saddle-shaped seat, providing an ergonomic and inviting seating experience. The seat's thoughtful design ensures you can enjoy extended periods of sitting without discomfort. The chair's elegance extends to its construction, with multi-round turned legs that exude classic charm and stability. The H-style stretcher not only reinforces the chair's structure but also adds a touch of visual interest to its design. To protect your flooring, nylon chair glides are incorporated into the legs, ensuring smooth movement while preventing scratches and scuffs. Whether used as a dining chair or as a stylish accent piece in any room of your home, our Windsor Back Side Chair combines timeless aesthetics with unparalleled comfort, making it a perfect addition to any space."
